0,0.57083,0.050004
0,0.151,0.05
0,0.76932,0.049996
0,0.56731,0.050004
0,1.4551,0.050006
0,0.50065,0.049999
0,0.32269,0.050004
0,0.15051,0.049992
0,0.32088,0.049996
0,1.6642,0.049999
0,0.15051,0.049993
0,0.44774,0.050003
0,0.15124,0.05
0,0.81131,0.050005
0,0.44607,0.050003
0,2.3372,0.050007
0,2.2916,0.049997
0,0.15104,0.049998
0,0.41577,0.05
0,3.2835,0.050001
0,0.32184,0.049993
0,0.78038,0.049996
0,0.15197,0.050004
0,0.27847,0.049997
0,0.15093,0.049996
0,0.28141,0.050003
0,0.28058,0.050001
0,0.70827,0.049995
0,0.28023,0.050003
0,0.25031,0.049997
0,1.5717,0.049999
0,0.73901,0.049998
0,0.15165,0.05
0,0.44682,0.050002
0,0.15103,0.050002
0,0.15168,0.049997
0,0.4574,0.049999
0,0.28008,0.050005
0,0.25231,0.050005
0,0.41362,0.049995
0,0.61267,0.050008
0,0.62612,0.050004
0,0.28015,0.050004
0,0.32008,0.049992
0,0.27952,0.050004
0,0.73703,0.05
