0,0,0,0.054863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077606,0,0.1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30569,0
0,0,0,0,0,0,0,0,0,0,0,0.02262,0.0459,0,0,0,0,0,0,0.19489,0,0,0,0,0,0,0,0,0,0,0.0031297,0,0,0,0,0,0,0,0,0,0,0,0,0.19595,0,0,0,0,0
0,0.078715,0,0,0,0,0,0,0.078972,0.020349,0,0.0036506,0.0073724,0.0004374,0,0,0,0,0,0,0.078596,0,0,0,0,0,0,0.0043439,0.013956,0,0.00051098,0,0,0.0081156,0,0.038252,0.038266,0,0,0.0035485,0,0.078761,0,0,0,0.078645,0.0057436,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.049335,0.0029104,0,0,0,0,0.028646,0,0,0,0,0,0,0.012648,0.20254,0,0.092904,0,0,0,0.060141,0,0,0,0,0,0.11508,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.068942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51567
0,0,0,0,0,0,0,0,0,0,0,0.083882,0,0,0.24127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.020464,0,0,0,0.10755,0,0,0,0,0.042173,0,0,0,0,0,0,0,0,0,0.10201,0,0,0.010895,0,0.024854,0,0.18328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.060524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44467
0,0,0,0,0,0,0,0,0,0,0,0.21724,0,0.025803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34022,0,0
0,0,0,0.024716,0.091859,0.031297,0,0,0,0.13967,0.030742,0,0,0.0029858,0,0,0,0,0,0,0,0,0,0,0,0.013077,0,0,0,0,0.0035067,0,0,0.056057,0,0,0,0,0,0.02455,0,0,0.21397,0,0,0,0,0,0
0,0,0,0,0.014847,0,0,0,0,0,0,0,0,0.00048532,0,0,0.026931,0.082491,0.004727,0,0,0,0,0,0,0,0,0,0,0,0.00056699,0.082414,0,0,0,0.042223,0.0422,0.082075,0,0,0.082247,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.49709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35377,0,0,0,0,0,0,0,0,0.35818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.012781,0,0.01602,0,0,0,0,0,0,0,0,0,0.035165,0,0,0,0,0,0.14855,0.06356,0,0.040641,0.0067811,0,0,0,0,0,0,0,0,0.078543,0,0,0,0.061808,0,0,0,0,0,0,0,0,0,0
0,0,0,0.083643,0,0.1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22344,0.26525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.51057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15377,0,0.028783,0.014135,0.05225,0.017758,0,0,0,0,0.017535,0.014477,0,0,0.041892,0.038748,0.096778,0,0,0,0,0,0,0,0,0.0075663,0,0,0,0,0.0020084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022798,0,0
0,0,0,0,0,0.013257,0.13761,0.054238,0,0,0,0,0.021373,0.0012712,0,0,0,0,0.01253,0,0,0,0,0,0,0,0,0.012741,0.040686,0,0.0014755,0,0.026187,0,0.063771,0,0,0,0,0,0,0,0,0,0.13811,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.090158,0,0,0,0,0,0,0,0,0,0,0,0.39804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092807,0,0,0,0,0,0,0,0,0.6528,0,0,0,0,0,0,0,0,0
0,0,0,0.045385,0,0.057256,0,0,0,0,0.056075,0,0,0,0,0.12552,0,0,0,0,0,0,0,0.1217,0,0.024247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.43596,0,0,0,0,0,0,0,0.26596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
