0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.85421,0,0,0,0,0,0.15988,0.16492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0.25803,0,0,0,0,0,0,0,0.12168,0,0.007407,0.0075878,0,0.93358,0.0029815,0,0.13196,0,0,0,0,0,0.21356,0,0,0.018537,0.083991,0,0,0,0,0.51501,0,0,0.93344,0,0.20716,0,0,0,0
0,0,0,0,0.046993,0.15839,0,0,0,0,0,1,0,0.076006,1,0.0045842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052678,0,1,0,0,0.3186,0,0,0,0.26927,0,0,0,0,0
0,0,0,0,0.95301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.93336,0,0,0,0,0,0,0.1332,0,0,0,0,0,0.024928,0,0,0,0.010261,0,0,0,0,0,0,0,0.73345,0,0,0,0.28671,0,0,0,0,0,0,0,0,0,0.71207,0,0,0,0
0.15988,0,0,0,0,0.082583,1,0,1,0.01259,0,0,0,0.0397,0,0,0.0024581,0,0,0.00097404,1,0.042553,0,0,0,0,0,0,0,0.81882,0.0059901,0.026836,0,0,0,0,0.16639,0,0.81908,0,0,0.0662,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4753,0,0,0.18636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28885,0,0,0.11511,0,0,0,0,0,0,0,0,0,0,0.70436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.00051718,0.00053867,1,0.066422,0.00021291,0,0.0093949,1,0,1,0,0,0,0,0.18118,0.0013064,0.0059239,1,0,1,1,0,0,0.18092,0.066561,0,0.014571,0,0,0,0
0,0,0.06664,0,0,0.063327,0,0,0,0,0,0,0,0,0,0.0017827,0,0,0,0.000741,0,0,0,1,0,1,1,0.052982,1,0,0.0045305,0.020637,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.76261,0,0,0.047343,0,0,0.018559,0,0.81609,0,0,0,0,0,0,0,0,0,0.52323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.84012,0,0,0,0,0.43767,0,0,0,0,0,0,0,0,0,0.012582,0.013002,0,0,0.0051446,0,0,0,0,0,0,0,0,0,0,0.031571,0,0,0,0,0,0,0,0,0,0.73073,0,0,0,0,1
