0,0,0,0,0,0,0,0.4132,0.0056627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0.066957,0.045045,0.030471,0.00041448,0.26038,0,0.002023,1,0.066451,0,0,0,0,1,1,0,0,0,0,0,0.043778
0,0.031148,0,0,0.16768,0,0.19692,0.13318,0.0018299,0,0,0.0088494,0,0,0,0,1,0,0,0,0,0,0,0.13678,0,0
0,0,0,0,0,0,0,0,0.079469,0,0,0.39379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.28312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.77282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88807
0,0,0,0,0,0.18076,0.12282,0.082456,0.001124,0,0,0,0,0.18316,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0.75229,0.50755,0.3407,0.0046635,0,0,0,0,0.75039,0,0,0,0,0,0,0,0,0,0,0,0
0,0.24361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55054,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.53676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44946,0,0,0,0,0,0,0,0.86322,0,0
0,0,0,0,0,0,0,0,0.010728,0,0,0.052865,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0.12767,0,0.0011708,0.73962,0,0.0057076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.059504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.068155
0,0.72524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.28941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.32241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
