0,0,0,0,0,0,0.23374,0.11761,0.23408,0.011831,0.015088,0,0.11559,0,0,0,0,0,0.075191,0,0.048502,0.23403,0,0,0,0
0,0,0,0.19214,0,0.065758,0,0,0,0.023781,0,0,0,0.02996,0,0.13922,0,0.19197,0,0,0,0,0,0.33118,0,0
0,0.082633,0,0.10202,0,0,0,0.12675,0,0.012747,0.016504,0.05515,0.12748,0.016329,0.25451,0,0.25421,0.1031,0,0.10017,0,0,0.028183,0,0.037858,0
0,0,0,0,0,0.79739,0,0,0,0.29182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.63596,0,0,0.63009,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.3466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.84731,0,0,0,0,0,0,0,0,0.15815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.32844,0,0,0,0,0,0,0,0.051531,0.066281,0.22267,0,0.065559,0,0.2962,0,0,0.33166,0,0,0,0,0,0.15082,0
0,0,0,0,0,0,0,0,0,0.12147,0,0,0,0,0,0,0,0,0,0,0.49834,0,0,0,0.35427,0
0,0,0.38218,0,0,0,0,0,0,0,0.036698,0.12371,0,0.036028,0,0,0,0,0,0.2244,0,0,0,0,0,0.38193
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0169,0,0,0
