0,0.37179,0.12501,1.0932
0,0.37137,0.12499,1.0884
0,0.37543,0.125,1.1687
0,0.37127,0.12501,1.0042
0,0.37913,0.12499,0.75042
0,0.35829,0.12499,0.98957
0,0.35345,0.125,0.9274
0,0.37071,0.12501,0.55465
0,0.38865,0.12502,1.1663
0,0.40177,0.125,1.0392
0,0.3682,0.125,1.0216
0,0.36036,0.12504,0.52849
0,0.42628,0.12502,1.492
0,0.37235,0.125,0.6773
0,0.43389,0.125,1.0622
0,0.39722,0.12498,0.71446
0,0.37244,0.12502,0.57946
0,0.36304,0.125,0.73589
0,0.39357,0.125,0.86281
0,0.35016,0.12501,0.44416
0,0.38142,0.125,0.88045
0,0.43513,0.12498,1.454
0,0.34604,0.12499,0.42596
0,0.41404,0.12502,1.4562
