0,0.56799,0.049994
0,0.18921,0.049999
0,0.46648,0.049997
0,1.4101,0.050001
0,0.78221,0.05
0,1.9753,0.049999
0,1.5541,0.050003
0,0.18945,0.049999
0,1.3555,0.050004
0,5.5826,0.050003
0,2.3909,0.050003
0,1.5573,0.05
0,1.2476,0.049995
0,0.75134,0.050001
0,0.33341,0.049999
0,0.33469,0.05
0,1.0405,0.05
0,1.0948,0.049999
0,0.75134,0.049996
0,0.56788,0.049997
0,0.18863,0.050003
0,0.18858,0.050002
0,0.33367,0.049998
0,0.18893,0.049998
0,0.18901,0.050001
0,0.19015,0.050002
0,0.92542,0.050001
0,0.27128,0.050003
0,0.1888,0.049997
0,0.33576,0.050003
0,0.18818,0.049995
