0,0,0,0,0,0,1,0.49975,1,0.0178,0.020749,0,0.49399,0,0,0,0,0,0.20784,0,0.086411,1,0,0,0,0
0,0,0,0.67411,0,0.079243,0,0,0,0.036502,0,0,0,0.041548,0,0.35688,0,0.67161,0,0,0,0,0,1,0,0
0,0.21288,0,0.32589,0,0,0,0.50025,0,0.017814,0.021082,0.14365,0.50601,0.020618,1,0,1,0.32839,0,0.31227,0,0,0.024825,0,0.066343,0
0,0,0,0,0,0.92076,0,0,0,0.42921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.83332,0,0,0.81611,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0.24362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.78712,0,0,0,0,0,0,0,0.066993,0.078759,0.53955,0,0.077003,0,0.64312,0,0,0.79216,0,0,0,0,0,0.24587,0
0,0,0,0,0,0,0,0,0,0.18806,0,0,0,0,0,0,0,0,0,0,0.91359,0,0,0,0.68778,0
0,0,1,0,0,0,0,0,0,0,0.046085,0.3168,0,0.044721,0,0,0,0,0,0.68773,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97517,0,0,0
