"sites","value","cp"
"MullerB",0.9582,"2008-2009"
"Hrdy",0.9887,"2007-2008"
"Tractor",0.9979,"2009-2011"
"Fong",0.9998,"2010-2011"
"H16",0.9991,"2008-2009"
"Sperandio",0.9857,"2009-2011"
"Barger",0.9999,"2008-2009"
"Hrdy",1,"2008-2009"
"BC2",0.9633,"2009-2011"
"Sperandio",0.9964,"2009-2011"
"Barger",0.9888,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
