"sites","value","cp"
"MullerB",0.9551,"2008-2009"
"Tractor",0.9981,"2009-2011"
"Fong",0.9991,"2010-2011"
"Hrdy",0.9905,"2007-2008"
"Sperandio",0.9847,"2009-2011"
"H16",0.9988,"2008-2009"
"Barger",0.9999,"2008-2009"
"Hrdy",0.9998,"2008-2009"
"Sperandio",0.9961,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",0.9894,"2008-2009"
"BC2",0.969,"2009-2011"
"Barger",1,"2009-2011"
