"sites","value","cp"
"MullerB",0.9547,"2008-2009"
"Tractor",0.9978,"2009-2011"
"Hrdy",0.9898,"2007-2008"
"Fong",0.9995,"2010-2011"
"Sperandio",0.9837,"2009-2011"
"Barger",1,"2008-2009"
"Hrdy",0.9999,"2008-2009"
"H16",0.9991,"2008-2009"
"BC2",0.9697,"2009-2011"
"Sperandio",0.9969,"2009-2011"
"Barger",0.9863,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
