"sites","value","cp"
"H16",0.9791,"2006-2007"
"Tractor",0.9492,"2009-2011"
"Hrdy",0.9991,NA
"Fong",0.9998,"2012-2013"
"Barger",0.9994,"2006-2007"
"BC2",0.9998,NA
"MullerB",1,"2009-2011"
"Butler",0.9673,"2008-2009"
"Hrdy",0.9997,"2009-2011"
"MullerB",1,"2008-2009"
"Turkovich",0.9769,"2008-2009"
"Sperandio",0.9634,"2007-2008"
"Hrdy",0.989,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9999,"2006-2007"
