"sites","value","cp"
"MullerB",0.9544,"2008-2009"
"Tractor",0.998,"2009-2011"
"Hrdy",0.9889,"2007-2008"
"Fong",0.9997,"2010-2011"
"H16",0.9989,"2008-2009"
"Sperandio",0.9845,"2009-2011"
"Barger",1,"2008-2009"
"BC2",0.9678,"2009-2011"
"Hrdy",0.9999,"2008-2009"
"Sperandio",0.996,"2009-2011"
"Barger",0.9878,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
