"sites","value","cp"
"H16",0.982,"2006-2007"
"Tractor",0.9516,"2009-2011"
"Hrdy",0.9988,NA
"Fong",1,"2012-2013"
"Barger",0.9998,"2006-2007"
"BC2",1,NA
"MullerB",1,"2009-2011"
"Hrdy",0.9996,"2009-2011"
"Butler",0.9669,"2008-2009"
"MullerB",0.9999,"2008-2009"
"Hrdy",0.988,"2007-2008"
"Sperandio",0.9688,"2007-2008"
"Turkovich",0.974,"2008-2009"
"Barger",1,"2012-2013"
"Barger",0.9998,"2006-2007"
