"sites","value","cp"
"Tractor",0.9987,"2009-2011"
"MullerB",0.9584,"2008-2009"
"Hrdy",0.9893,"2007-2008"
"Fong",0.9996,"2010-2011"
"H16",0.9989,"2008-2009"
"Sperandio",0.9848,"2009-2011"
"BC2",0.966,"2009-2011"
"Hrdy",1,"2008-2009"
"Barger",0.9997,"2008-2009"
"Sperandio",0.9975,"2009-2011"
"MullerB",1,"2009-2011"
"Barger",0.9869,"2008-2009"
"Barger",1,"2009-2011"
