"sites","value","cp"
"Tractor",0.9981,"2009-2011"
"MullerB",0.9603,"2008-2009"
"Hrdy",0.989,"2007-2008"
"Fong",0.9996,"2010-2011"
"Sperandio",0.9834,"2009-2011"
"H16",0.9995,"2008-2009"
"Barger",0.9996,"2008-2009"
"Hrdy",1,"2008-2009"
"BC2",0.9995,"2009-2011"
"Sperandio",0.9965,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",0.989,"2008-2009"
"Barger",1,"2009-2011"
