"sites","value","cp"
"H16",0.9803,"2006-2007"
"Hrdy",0.9988,NA
"Tractor",0.9522,"2009-2011"
"Barger",0.9999,"2006-2007"
"Fong",0.9997,"2012-2013"
"BC2",1,NA
"MullerB",1,"2009-2011"
"Butler",0.9681,"2008-2009"
"Hrdy",0.9998,"2009-2011"
"MullerB",1,"2008-2009"
"Turkovich",0.975,"2008-2009"
"Sperandio",0.9648,"2007-2008"
"Hrdy",0.9885,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9997,"2006-2007"
