"sites","value","cp"
"Tractor",0.9515,"2009-2011"
"Hrdy",0.9997,NA
"Barger",0.9997,"2006-2007"
"H16",0.9808,"2006-2007"
"Fong",1,"2012-2013"
"BC2",0.9999,NA
"MullerB",1,"2009-2011"
"Hrdy",0.9995,"2009-2011"
"Butler",0.9655,"2008-2009"
"MullerB",1,"2008-2009"
"Turkovich",0.9755,"2008-2009"
"Sperandio",0.9642,"2007-2008"
"Hrdy",0.991,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9998,"2006-2007"
