"sites","value","cp"
"H16",0.9804,"2006-2007"
"Tractor",0.9531,"2009-2011"
"Hrdy",0.9992,NA
"Fong",1,"2012-2013"
"Barger",0.9998,"2006-2007"
"BC2",1,NA
"MullerB",1,"2009-2011"
"Hrdy",0.9996,"2009-2011"
"Butler",0.9667,"2008-2009"
"MullerB",1,"2008-2009"
"Turkovich",0.9763,"2008-2009"
"Hrdy",0.9892,"2007-2008"
"Sperandio",0.9656,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9999,"2006-2007"
