"sites","value","cp"
"Tractor",0.9979,"2009-2011"
"Hrdy",0.991,"2007-2008"
"MullerB",0.9559,"2008-2009"
"Fong",0.9994,"2010-2011"
"Sperandio",0.9843,"2009-2011"
"H16",0.9992,"2008-2009"
"Barger",1,"2008-2009"
"Hrdy",1,"2008-2009"
"BC2",0.9681,"2009-2011"
"Sperandio",0.9963,"2009-2011"
"Barger",0.9888,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
