"sites","value","cp"
"Tractor",0.9972,"2009-2011"
"MullerB",0.9586,"2008-2009"
"Hrdy",0.9891,"2007-2008"
"Fong",0.9994,"2010-2011"
"H16",0.9994,"2008-2009"
"Sperandio",0.9858,"2009-2011"
"BC2",0.967,"2009-2011"
"Barger",1,"2008-2009"
"Hrdy",0.9999,"2008-2009"
"Sperandio",0.9969,"2009-2011"
"Barger",0.9894,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
