"sites","value","cp"
"MullerB",0.9536,"2008-2009"
"Hrdy",0.9908,"2007-2008"
"Tractor",0.9977,"2009-2011"
"Fong",0.9993,"2010-2011"
"H16",0.9992,"2008-2009"
"Sperandio",0.9848,"2009-2011"
"Barger",0.9998,"2008-2009"
"Hrdy",0.9999,"2008-2009"
"BC2",0.9676,"2009-2011"
"Barger",0.9897,"2008-2009"
"Sperandio",0.9971,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
