"sites","value","cp"
"Tractor",0.9977,"2009-2011"
"MullerB",0.9592,"2008-2009"
"Hrdy",0.988,"2007-2008"
"Fong",0.9998,"2010-2011"
"H16",0.9987,"2008-2009"
"Sperandio",0.985,"2009-2011"
"Hrdy",0.9998,"2008-2009"
"Barger",0.9998,"2008-2009"
"Sperandio",0.9954,"2009-2011"
"Barger",0.9887,"2008-2009"
"MullerB",1,"2011-2012"
"BC2",0.9998,"2009-2011"
"Barger",1,"2009-2011"
