"sites","value","cp"
"Tractor",0.9987,"2009-2011"
"MullerB",0.9572,"2008-2009"
"Hrdy",0.9918,"2007-2008"
"Fong",0.9996,"2010-2011"
"H16",0.9991,"2008-2009"
"Sperandio",0.9868,"2009-2011"
"BC2",0.9676,"2009-2011"
"Barger",1,"2008-2009"
"Hrdy",0.9999,"2008-2009"
"Sperandio",0.9968,"2009-2011"
"Barger",0.9887,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
