"sites","value","cp"
"H16",0.9832,"2006-2007"
"Tractor",0.9553,"2009-2011"
"Hrdy",0.9992,NA
"Fong",1,"2012-2013"
"BC2",0.9999,NA
"Barger",0.9996,"2006-2007"
"MullerB",1,"2009-2011"
"Hrdy",0.9997,"2009-2011"
"Butler",0.9672,"2008-2009"
"MullerB",1,"2008-2009"
"Turkovich",0.9742,"2008-2009"
"Sperandio",0.9679,"2007-2008"
"Hrdy",0.99,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9999,"2006-2007"
