"sites","value","cp"
"MullerB",0.9584,"2008-2009"
"Hrdy",0.9887,"2007-2008"
"Tractor",0.9978,"2009-2011"
"Fong",0.9995,"2010-2011"
"H16",0.9985,"2008-2009"
"Barger",0.9998,"2008-2009"
"Hrdy",1,"2008-2009"
"BC2",0.9998,"2009-2011"
"Sperandio",0.9844,"2009-2011"
"Barger",0.9889,"2008-2009"
"MullerB",1,"2011-2012"
"Sperandio",0.9965,"2009-2011"
"Barger",1,"2009-2011"
