"sites","value","cp"
"MullerB",0.9584,"2008-2009"
"Hrdy",0.9877,"2007-2008"
"Tractor",0.9976,"2009-2011"
"Fong",0.9999,"2010-2011"
"H16",0.9988,"2008-2009"
"Sperandio",0.9863,"2009-2011"
"Barger",0.9998,"2008-2009"
"Hrdy",0.9999,"2008-2009"
"BC2",0.9678,"2009-2011"
"Sperandio",0.997,"2009-2011"
"Barger",0.9893,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
