"sites","value","cp"
"H16",0.9828,"2006-2007"
"Hrdy",0.9987,NA
"Tractor",0.9532,"2009-2011"
"Fong",0.9999,"2012-2013"
"BC2",0.9998,NA
"Barger",0.9997,"2006-2007"
"MullerB",1,"2009-2011"
"Hrdy",0.9998,"2009-2011"
"Butler",0.9675,"2008-2009"
"MullerB",1,"2008-2009"
"Turkovich",0.9761,"2008-2009"
"Hrdy",0.9902,"2007-2008"
"Sperandio",0.9653,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9996,"2006-2007"
