"sites","value","cp"
"H16",0.9816,"2006-2007"
"Hrdy",0.9991,NA
"Tractor",0.9522,"2009-2011"
"Fong",0.9996,"2012-2013"
"BC2",0.9999,NA
"Barger",0.9996,"2006-2007"
"MullerB",1,"2009-2011"
"Hrdy",0.9994,"2009-2011"
"Butler",0.9648,"2008-2009"
"MullerB",0.9999,"2008-2009"
"Turkovich",0.9758,"2008-2009"
"Sperandio",0.9616,"2007-2008"
"Hrdy",0.9898,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9999,"2006-2007"
