"sites","value","cp"
"Tractor",0.9979,"2009-2011"
"Hrdy",0.9885,"2007-2008"
"MullerB",0.9568,"2008-2009"
"Fong",0.9992,"2010-2011"
"H16",0.9985,"2008-2009"
"Barger",0.9998,"2008-2009"
"Hrdy",1,"2008-2009"
"Sperandio",0.9828,"2009-2011"
"BC2",0.9694,"2009-2011"
"Barger",0.9883,"2008-2009"
"Sperandio",0.9964,"2009-2011"
"MullerB",1,"2011-2012"
