"sites","value","cp"
"H16",0.9807,"2006-2007"
"Tractor",0.9521,"2009-2011"
"Hrdy",0.9982,NA
"Fong",1,"2012-2013"
"Barger",0.9998,"2006-2007"
"BC2",1,NA
"MullerB",1,"2009-2011"
"Hrdy",0.9992,"2009-2011"
"Butler",0.9683,"2008-2009"
"MullerB",1,"2008-2009"
"Turkovich",0.9731,"2008-2009"
"Sperandio",0.9631,"2007-2008"
"Hrdy",0.9895,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9997,"2006-2007"
