"sites","value","cp"
"H16",0.9814,"2006-2007"
"Hrdy",0.9995,NA
"Barger",0.9997,"2006-2007"
"Fong",0.9999,"2012-2013"
"Tractor",0.9505,"2009-2011"
"BC2",0.9999,NA
"MullerB",1,"2009-2011"
"Hrdy",0.9996,"2009-2011"
"Butler",0.9708,"2008-2009"
"BC2",0.9494,"2007-2008"
"MullerB",1,"2008-2009"
"Turkovich",0.976,"2008-2009"
"Hrdy",0.9895,"2007-2008"
"Sperandio",0.9651,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9998,"2006-2007"
