"sites","value","cp"
"MullerB",0.9577,"2008-2009"
"Hrdy",0.9881,"2007-2008"
"Tractor",0.9985,"2009-2011"
"Fong",0.9999,"2010-2011"
"H16",0.999,"2008-2009"
"Sperandio",0.9869,"2009-2011"
"Hrdy",1,"2008-2009"
"BC2",0.9695,"2009-2011"
"Barger",0.9997,"2008-2009"
"Sperandio",0.9958,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",0.99,"2008-2009"
"Barger",1,"2009-2011"
