"sites","value","cp"
"MullerB",0.9556,"2008-2009"
"Tractor",0.9982,"2009-2011"
"Hrdy",0.9905,"2007-2008"
"Fong",1,"2010-2011"
"H16",0.9986,"2008-2009"
"Sperandio",0.9869,"2009-2011"
"Barger",0.9999,"2008-2009"
"BC2",0.9661,"2009-2011"
"Hrdy",1,"2008-2009"
"Sperandio",0.9959,"2009-2011"
"Barger",0.9865,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
