"sites","value","cp"
"H16",0.9823,"2006-2007"
"Tractor",0.9549,"2009-2011"
"Fong",1,"2012-2013"
"Hrdy",0.9991,NA
"Barger",0.9998,"2006-2007"
"BC2",0.9999,NA
"MullerB",1,"2009-2011"
"Butler",0.9681,"2008-2009"
"Hrdy",0.9992,"2009-2011"
"MullerB",1,"2008-2009"
"Turkovich",0.9729,"2008-2009"
"Sperandio",0.9647,"2007-2008"
"Hrdy",0.9896,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9999,"2006-2007"
