"sites","value","cp"
"Tractor",0.9977,"2009-2011"
"MullerB",0.961,"2008-2009"
"Hrdy",0.9877,"2007-2008"
"Fong",0.9993,"2010-2011"
"H16",0.9983,"2008-2009"
"Sperandio",0.9831,"2009-2011"
"Barger",0.9999,"2008-2009"
"Hrdy",0.9999,"2008-2009"
"BC2",0.971,"2009-2011"
"Sperandio",0.9977,"2009-2011"
"Barger",0.9897,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
