"sites","value","cp"
"MullerB",0.9577,"2008-2009"
"Tractor",0.9983,"2009-2011"
"Hrdy",0.9896,"2007-2008"
"Fong",0.9995,"2010-2011"
"H16",0.9987,"2008-2009"
"Barger",1,"2008-2009"
"BC2",0.9647,"2009-2011"
"Hrdy",1,"2008-2009"
"Sperandio",0.9844,"2009-2011"
"Barger",0.9898,"2008-2009"
"MullerB",1,"2011-2012"
"Sperandio",0.9969,"2009-2011"
"Barger",1,"2009-2011"
