"sites","value","cp"
"Tractor",0.998,"2009-2011"
"MullerB",0.9569,"2008-2009"
"Hrdy",0.9881,"2007-2008"
"Fong",1,"2010-2011"
"H16",0.9984,"2008-2009"
"Sperandio",0.9853,"2009-2011"
"Barger",0.9999,"2008-2009"
"Hrdy",1,"2008-2009"
"BC2",0.9678,"2009-2011"
"Barger",0.9883,"2008-2009"
"Sperandio",0.9972,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
