"sites","value","cp"
"Tractor",0.9498,"2009-2011"
"H16",0.9795,"2006-2007"
"Hrdy",0.9989,NA
"Barger",1,"2006-2007"
"BC2",0.9999,NA
"MullerB",1,"2009-2011"
"Fong",1,"2012-2013"
"Hrdy",0.9997,"2009-2011"
"Butler",0.9678,"2008-2009"
"MullerB",1,"2008-2009"
"Turkovich",0.9757,"2008-2009"
"Sperandio",0.9619,"2007-2008"
"Hrdy",0.9923,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9999,"2006-2007"
