"sites","value","cp"
"Tractor",0.9984,"2009-2011"
"MullerB",0.9572,"2008-2009"
"Hrdy",0.9906,"2007-2008"
"Fong",0.9995,"2010-2011"
"Sperandio",0.9821,"2009-2011"
"H16",0.9981,"2008-2009"
"Barger",1,"2008-2009"
"Hrdy",0.9999,"2008-2009"
"BC2",0.967,"2009-2011"
"Sperandio",0.9957,"2009-2011"
"Barger",0.9899,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
