"sites","value","cp"
"Tractor",0.9975,"2009-2011"
"MullerB",0.9544,"2008-2009"
"Hrdy",0.9887,"2007-2008"
"Fong",0.9996,"2010-2011"
"Sperandio",0.9864,"2009-2011"
"Barger",0.9997,"2008-2009"
"BC2",0.9695,"2009-2011"
"Hrdy",1,"2008-2009"
"H16",0.9985,"2008-2009"
"Sperandio",0.9961,"2009-2011"
"Barger",0.9887,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
