"sites","value","cp"
"Tractor",0.9975,"2009-2011"
"MullerB",0.9562,"2008-2009"
"Hrdy",0.9887,"2007-2008"
"Fong",0.9994,"2010-2011"
"H16",0.9986,"2008-2009"
"Sperandio",0.983,"2009-2011"
"Hrdy",0.9999,"2008-2009"
"BC2",0.9689,"2009-2011"
"Barger",1,"2008-2009"
"Sperandio",0.9959,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",0.9888,"2008-2009"
"Barger",1,"2009-2011"
