"sites","value","cp"
"Tractor",0.9981,"2009-2011"
"MullerB",0.9571,"2008-2009"
"Hrdy",0.9884,"2007-2008"
"Fong",0.9996,"2010-2011"
"H16",0.9984,"2008-2009"
"Sperandio",0.9839,"2009-2011"
"Barger",0.9998,"2008-2009"
"Hrdy",1,"2008-2009"
"Sperandio",0.9951,"2009-2011"
"Barger",0.9894,"2008-2009"
"MullerB",1,"2011-2012"
"BC2",0.9996,"2009-2011"
"Barger",1,"2009-2011"
