"sites","value","cp"
"H16",0.9804,"2006-2007"
"Tractor",0.9561,"2009-2011"
"Hrdy",0.9987,NA
"Barger",0.9998,"2006-2007"
"Fong",0.9997,"2012-2013"
"BC2",0.9999,NA
"MullerB",1,"2009-2011"
"Butler",0.9654,"2008-2009"
"Hrdy",0.9991,"2009-2011"
"MullerB",1,"2008-2009"
"Turkovich",0.9773,"2008-2009"
"Hrdy",0.9904,"2007-2008"
"Barger",1,"2012-2013"
"Sperandio",0.9622,"2007-2008"
"Barger",0.9999,"2006-2007"
