"sites","value","cp"
"Fong",0.9997,"2010-2011"
"Sperandio",0.9861,"2009-2011"
"Tractor",0.9975,"2009-2011"
"Sperandio",0.9954,"2009-2011"
"Barger",0.9999,"2008-2009"
"Barger",0.9882,"2008-2009"
"Barger",1,"2009-2011"
"H16",0.9992,"2008-2009"
"Hrdy",0.9891,"2007-2008"
"MullerB",0.9575,"2008-2009"
"Hrdy",0.9999,"2008-2009"
"MullerB",1,"2011-2012"
"BC2",0.9911,"2008-2009"
