"sites","value","cp"
"Hrdy",0.9893,"2007-2008"
"Tractor",0.9974,"2009-2011"
"MullerB",0.9546,"2008-2009"
"Fong",0.9995,"2010-2011"
"Sperandio",0.9844,"2009-2011"
"Barger",0.9998,"2008-2009"
"H16",0.9988,"2008-2009"
"BC2",0.9678,"2009-2011"
"Hrdy",1,"2008-2009"
"Sperandio",0.9967,"2009-2011"
"Barger",0.9901,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
