"sites","value","cp"
"Tractor",0.9985,"2009-2011"
"MullerB",0.9576,"2008-2009"
"Hrdy",0.9897,"2007-2008"
"Fong",0.9995,"2010-2011"
"Sperandio",0.9856,"2009-2011"
"H16",0.9994,"2008-2009"
"Hrdy",0.9999,"2008-2009"
"Barger",1,"2008-2009"
"BC2",0.9713,"2009-2011"
"Sperandio",0.9964,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",0.9893,"2008-2009"
"Barger",1,"2009-2011"
