"sites","value","cp"
"Tractor",0.9965,"2009-2011"
"MullerB",0.955,"2008-2009"
"Hrdy",0.9893,"2007-2008"
"Fong",0.9994,"2010-2011"
"H16",0.9992,"2008-2009"
"Sperandio",0.9845,"2009-2011"
"Barger",1,"2008-2009"
"Hrdy",1,"2008-2009"
"Sperandio",0.9961,"2009-2011"
"Barger",0.988,"2008-2009"
"MullerB",1,"2011-2012"
"BC2",0.9996,"2009-2011"
"Barger",1,"2009-2011"
