"sites","value","cp"
"H16",0.9824,"2006-2007"
"Tractor",0.9529,"2009-2011"
"Barger",0.9996,"2006-2007"
"Fong",0.9999,"2012-2013"
"Hrdy",0.9992,NA
"BC2",1,NA
"MullerB",1,"2009-2011"
"Butler",0.9657,"2008-2009"
"Hrdy",0.9996,"2009-2011"
"MullerB",1,"2008-2009"
"Turkovich",0.9765,"2008-2009"
"Sperandio",0.9669,"2007-2008"
"Barger",1,"2012-2013"
"Hrdy",0.9891,"2007-2008"
"Barger",0.9998,"2006-2007"
