"sites","value","cp"
"MullerB",0.9542,"2008-2009"
"Tractor",0.9981,"2009-2011"
"Hrdy",0.9886,"2007-2008"
"Fong",0.9995,"2010-2011"
"Sperandio",0.9862,"2009-2011"
"Barger",0.9998,"2008-2009"
"H16",0.9982,"2008-2009"
"Hrdy",1,"2008-2009"
"BC2",0.9684,"2009-2011"
"Sperandio",0.9959,"2009-2011"
"Barger",0.9916,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
