"sites","value","cp"
"Tractor",0.9974,"2009-2011"
"MullerB",0.9567,"2008-2009"
"Fong",0.9994,"2010-2011"
"Hrdy",0.9887,"2007-2008"
"H16",0.9987,"2008-2009"
"Sperandio",0.9841,"2009-2011"
"BC2",0.9663,"2009-2011"
"Barger",0.9998,"2008-2009"
"Hrdy",0.9999,"2008-2009"
"Sperandio",0.9964,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",0.9886,"2008-2009"
"Barger",1,"2009-2011"
