"sites","value","cp"
"Tractor",0.9979,"2009-2011"
"MullerB",0.9599,"2008-2009"
"Hrdy",0.9889,"2007-2008"
"Fong",1,"2010-2011"
"H16",0.9989,"2008-2009"
"Sperandio",0.9842,"2009-2011"
"Hrdy",1,"2008-2009"
"BC2",0.97,"2009-2011"
"Barger",1,"2008-2009"
"Sperandio",0.9969,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",0.99,"2008-2009"
"Barger",1,"2009-2011"
