"sites","value","cp"
"MullerB",0.9564,"2008-2009"
"Tractor",0.9976,"2009-2011"
"Hrdy",0.9894,"2007-2008"
"Fong",0.9995,"2010-2011"
"Sperandio",0.9837,"2009-2011"
"H16",0.9987,"2008-2009"
"Barger",0.9999,"2008-2009"
"BC2",0.9675,"2009-2011"
"Hrdy",0.9998,"2008-2009"
"Sperandio",0.997,"2009-2011"
"Barger",0.988,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
