"sites","value","cp"
"MullerB",0.9542,"2008-2009"
"Tractor",0.9982,"2009-2011"
"Hrdy",0.9875,"2007-2008"
"Fong",0.9998,"2010-2011"
"H16",0.9983,"2008-2009"
"Sperandio",0.9857,"2009-2011"
"Barger",1,"2008-2009"
"Hrdy",1,"2008-2009"
"Sperandio",0.9964,"2009-2011"
"Barger",0.9892,"2008-2009"
"MullerB",1,"2011-2012"
"BC2",0.9996,"2009-2011"
"Barger",1,"2009-2011"
