"sites","value","cp"
"H16",0.9794,"2006-2007"
"Tractor",0.9537,"2009-2011"
"Hrdy",0.9993,NA
"Fong",1,"2012-2013"
"BC2",1,NA
"Barger",0.9997,"2006-2007"
"MullerB",1,"2009-2011"
"Hrdy",0.9998,"2009-2011"
"Butler",0.9696,"2008-2009"
"MullerB",0.9999,"2008-2009"
"Turkovich",0.9722,"2008-2009"
"Sperandio",0.9658,"2007-2008"
"Hrdy",0.99,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9997,"2006-2007"
