"sites","value","cp"
"H16",0.9804,"2006-2007"
"Hrdy",0.9993,NA
"Tractor",0.9519,"2009-2011"
"Barger",0.9996,"2006-2007"
"Fong",0.9999,"2012-2013"
"BC2",0.9997,NA
"MullerB",1,"2009-2011"
"Hrdy",0.9999,"2009-2011"
"Butler",0.9663,"2008-2009"
"MullerB",0.9999,"2008-2009"
"Sperandio",0.9663,"2007-2008"
"Turkovich",0.9736,"2008-2009"
"Hrdy",0.9891,"2007-2008"
"Barger",1,"2012-2013"
"Barger",1,"2006-2007"
