"sites","value","cp"
"H16",0.9783,"2006-2007"
"Hrdy",0.999,NA
"Tractor",0.9523,"2009-2011"
"Barger",1,"2006-2007"
"Fong",1,"2012-2013"
"BC2",0.9999,NA
"MullerB",1,"2009-2011"
"Hrdy",0.9996,"2009-2011"
"Butler",0.9689,"2008-2009"
"MullerB",1,"2008-2009"
"Turkovich",0.9772,"2008-2009"
"Sperandio",0.9661,"2007-2008"
"Hrdy",0.9894,"2007-2008"
"Barger",1,"2011-2012"
"Barger",0.9998,"2006-2007"
