"sites","value","cp"
"H16",0.9795,"2006-2007"
"Hrdy",0.999,NA
"Tractor",0.9521,"2009-2011"
"Fong",0.9999,"2012-2013"
"Barger",0.9997,"2006-2007"
"BC2",0.9999,NA
"MullerB",1,"2009-2011"
"Hrdy",0.9999,"2009-2011"
"Butler",0.968,"2008-2009"
"MullerB",1,"2008-2009"
"Turkovich",0.9713,"2008-2009"
"Hrdy",0.9884,"2007-2008"
"Barger",1,"2012-2013"
"Sperandio",0.965,"2007-2008"
"Barger",0.9998,"2006-2007"
