"sites","value","cp"
"Hrdy",0.9991,NA
"H16",0.9807,"2006-2007"
"Tractor",0.9559,"2009-2011"
"Barger",0.9999,"2006-2007"
"Fong",1,"2012-2013"
"BC2",0.9998,NA
"MullerB",1,"2009-2011"
"Hrdy",0.9996,"2009-2011"
"Butler",0.9696,"2008-2009"
"MullerB",0.9999,"2008-2009"
"Sperandio",0.9676,"2007-2008"
"Turkovich",0.9767,"2008-2009"
"Hrdy",0.9926,"2007-2008"
"Barger",1,"2012-2013"
"Barger",1,"2006-2007"
