"sites","value","cp"
"MullerB",0.9542,"2008-2009"
"Hrdy",0.9897,"2007-2008"
"Tractor",0.9981,"2009-2011"
"Fong",0.9999,"2010-2011"
"H16",0.999,"2008-2009"
"Sperandio",0.9849,"2009-2011"
"Barger",1,"2008-2009"
"BC2",0.9663,"2009-2011"
"Hrdy",0.9999,"2008-2009"
"Sperandio",0.9964,"2009-2011"
"Barger",0.9889,"2008-2009"
"MullerB",1,"2011-2012"
"Barger",1,"2009-2011"
