"sites","value","cp"
"MullerB",0.9618,"2008-2009"
"Tractor",0.9978,"2009-2011"
"Hrdy",0.989,"2007-2008"
"Fong",0.9995,"2010-2011"
"H16",0.9985,"2008-2009"
"Sperandio",0.9838,"2009-2011"
"BC2",0.9683,"2009-2011"
"Hrdy",0.9998,"2008-2009"
"Barger",0.9998,"2008-2009"
"Sperandio",0.9962,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",0.9883,"2008-2009"
"Barger",1,"2009-2011"
