"sites","value","cp"
"Tractor",0.9981,"2009-2011"
"MullerB",0.9567,"2008-2009"
"Hrdy",0.9895,"2007-2008"
"Fong",0.9998,"2010-2011"
"H16",0.9995,"2008-2009"
"Sperandio",0.9848,"2009-2011"
"Hrdy",1,"2008-2009"
"BC2",0.9666,"2009-2011"
"Barger",1,"2008-2009"
"Sperandio",0.9964,"2009-2011"
"MullerB",1,"2011-2012"
"Barger",0.9883,"2008-2009"
"Barger",1,"2009-2011"
