"sites","value","cp"
"H16",0.9824,"2006-2007"
"Hrdy",0.9984,NA
"Tractor",0.9532,"2009-2011"
"Barger",0.9997,"2006-2007"
"Fong",0.9998,"2012-2013"
"BC2",0.9998,NA
"MullerB",1,"2009-2011"
"Hrdy",0.9995,"2009-2011"
"Butler",0.9675,"2008-2009"
"MullerB",1,"2008-2009"
"Turkovich",0.9763,"2008-2009"
"Sperandio",0.9649,"2007-2008"
"Hrdy",0.9891,"2007-2008"
"Barger",1,"2012-2013"
"Barger",0.9999,"2006-2007"
