"sites","value","cp"
"H16",0.9817,"2006-2007"
"Hrdy",0.9991,NA
"Tractor",0.9502,"2009-2011"
"Barger",0.9997,"2006-2007"
"Fong",0.9998,"2012-2013"
"BC2",1,NA
"MullerB",1,"2009-2011"
"Hrdy",0.9995,"2009-2011"
"Butler",0.9699,"2008-2009"
"MullerB",1,"2008-2009"
"Turkovich",0.9787,"2008-2009"
"Hrdy",0.9891,"2007-2008"
"Barger",1,"2012-2013"
"Sperandio",0.9674,"2007-2008"
"Barger",0.9998,"2006-2007"
